Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
West Warwick Police Dept,29312,2514.3,556.1,1804.7,153.5,464,429.9,0,10.2,23.9,Rhode Island,737,163,529,45,136,126,0,3,7,1992
West Warwick Police Dept,29485,0,0,0,0,0,0,0,0,0,Rhode Island,886,221,600,65,147,139,0,4,4,1993
West Warwick Police Dept,29396,3034.4,551.1,2241.8,241.5,894.7,850.5,0,17,27.2,Rhode Island,892,162,659,71,263,250,0,5,8,1994
West Warwick Police Dept,29364,3122.9,708.4,2223.8,190.7,1372.4,1341.8,0,6.8,23.8,Rhode Island,917,208,653,56,403,394,0,2,7,1995
West Warwick Police Dept,29364,2881.1,578.9,2097.8,204.3,1423.5,1386.1,3.4,10.2,23.8,Rhode Island,846,170,616,60,418,407,1,3,7,1996
West Warwick Police Dept,29275,2958.2,594.4,2189.6,174.2,1564.5,1526.9,0,13.7,23.9,Rhode Island,866,174,641,51,458,447,0,4,7,1997
West Warwick Police Dept,29070,2542.1,419.7,1936.7,185.8,746.5,660.5,0,41.3,44.7,Rhode Island,739,122,563,54,217,192,0,12,13,1998
West Warwick Police Dept,28760,2701.7,420.7,2114,166.9,208.6,139.1,0,41.7,27.8,Rhode Island,777,121,608,48,60,40,0,12,8,1999
West Warwick Police Dept,29581,2123,314.4,1673.4,135.2,233.3,142,0,30.4,60.8,Rhode Island,628,93,495,40,69,42,0,9,18,2000
West Warwick Police Dept,29881,2319.2,498.6,1773.7,46.9,160.6,117.1,0,20.1,23.4,Rhode Island,693,149,530,14,48,35,0,6,7,2001
West Warwick Police Dept,30185,2176.6,490.3,1639.9,46.4,228.6,162.3,3.3,29.8,33.1,Rhode Island,657,148,495,14,69,49,1,9,10,2002
West Warwick Police Dept,30121,1600.2,288.8,1218.4,93,255.6,159.4,3.3,53.1,39.8,Rhode Island,482,87,367,28,77,48,1,16,12,2003
West Warwick Police Dept,30121,1955.4,315.4,1470.7,169.3,225.8,139.4,0,43.2,43.2,Rhode Island,589,95,443,51,68,42,0,13,13,2004
West Warwick Police Dept,29990,2007.3,386.8,1407.1,213.4,206.7,126.7,0,43.3,36.7,Rhode Island,602,116,422,64,62,38,0,13,11,2005
West Warwick Police Dept,29745,1926.4,359.7,1358.2,208.4,232,100.9,6.7,60.5,63.9,Rhode Island,573,107,404,62,69,30,2,18,19,2006
West Warwick Police Dept,29293,1932.2,334.6,1461.1,136.6,187.8,129.7,0,37.6,20.5,Rhode Island,566,98,428,40,55,38,0,11,6,2007
West Warwick Police Dept,29029,2335.6,423.7,1743.1,168.8,199.8,99.9,10.3,48.2,41.3,Rhode Island,678,123,506,49,58,29,3,14,12,2008
West Warwick Police Dept,29282,2035.4,450.8,1458.2,126.4,222,99,0,58.1,64.9,Rhode Island,596,132,427,37,65,29,0,17,19,2009
West Warwick Police Dept,29191,2151.3,527.6,1486.8,137,226.1,123.3,0,58.2,44.5,Rhode Island,628,154,434,40,66,36,0,17,13,2010
West Warwick Police Dept,29156,2198.5,631.1,1444,123.5,250.4,161.2,0,48,41.2,Rhode Island,641,184,421,36,73,47,0,14,12,2011
West Warwick Police Dept,29053,2010.1,543.8,1328.6,137.7,230.6,165.2,3.4,41.3,20.7,Rhode Island,584,158,386,40,67,48,1,12,6,2012
Westerly Police Dept,18915,2363.2,597.4,1559.6,206.2,0,0,0,0,0,Rhode Island,447,113,295,39,0,0,0,0,0,1984
Westerly Police Dept,19229,2043.8,494,1378.1,171.6,0,0,0,0,0,Rhode Island,393,95,265,33,0,0,0,0,0,1985
Westerly Police Dept,19365,2535.5,686.8,1668,180.7,41.3,25.8,0,10.3,5.2,Rhode Island,491,133,323,35,8,5,0,2,1,1986
Westerly Police Dept,19825,3505.7,1029,2259.8,216.9,60.5,15.1,0,5,40.4,Rhode Island,695,204,448,43,12,3,0,1,8,1987
Westerly Police Dept,20019,3636.5,1014,2427.7,194.8,94.9,50,0,5,40,Rhode Island,728,203,486,39,19,10,0,1,8,1988
Westerly Police Dept,20069,3722.2,1151,2366.8,204.3,79.7,54.8,5,10,10,Rhode Island,747,231,475,41,16,11,1,2,2,1989
Westerly Police Dept,21605,3041,1018.3,1856.1,166.6,46.3,27.8,0,9.3,9.3,Rhode Island,657,220,401,36,10,6,0,2,2,1990
Westerly Police Dept,21616,2618.4,916,1572.9,129.5,37,27.8,0,0,9.3,Rhode Island,566,198,340,28,8,6,0,0,2,1991
Westerly Police Dept,21637,1677.7,425.2,1173.9,78.6,37,23.1,0,4.6,9.2,Rhode Island,363,92,254,17,8,5,0,1,2,1992
Westerly Police Dept,22110,1424.7,379.9,967.9,76.9,63.3,45.2,9,0,9,Rhode Island,315,84,214,17,14,10,2,0,2,1993
Westerly Police Dept,22043,1678.5,462.7,1111.5,104.3,27.2,18.1,0,0,9.1,Rhode Island,370,102,245,23,6,4,0,0,2,1994
Westerly Police Dept,21530,1634.9,399.4,1156.5,79,23.2,13.9,4.6,0,4.6,Rhode Island,352,86,249,17,5,3,1,0,1,1995
Westerly Police Dept,21530,1681.4,376.2,1235.5,69.7,23.2,9.3,0,9.3,4.6,Rhode Island,362,81,266,15,5,2,0,2,1,1996
Westerly Police Dept,21464,1355.8,316.8,969.1,69.9,65.2,32.6,0,14,18.6,Rhode Island,291,68,208,15,14,7,0,3,4,1997
Westerly Police Dept,23086,1217.2,294.6,879.3,43.3,60.6,47.6,0,0,13,Rhode Island,281,68,203,10,14,11,0,0,3,1998
Westerly Police Dept,23130,1448.3,328.6,1054.9,64.9,64.9,47.6,0,13,4.3,Rhode Island,335,76,244,15,15,11,0,3,1,1999
Westerly Police Dept,22966,1571.9,448.5,1101.6,21.8,74,43.5,4.4,21.8,4.4,Rhode Island,361,103,253,5,17,10,1,5,1,2000
Westerly Police Dept,23198,1633.8,323.3,1267.4,43.1,60.4,34.5,0,25.9,0,Rhode Island,379,75,294,10,14,8,0,6,0,2001
Westerly Police Dept,23435,1514.8,247.5,1186.3,81.1,42.7,21.3,4.3,8.5,8.5,Rhode Island,355,58,278,19,10,5,1,2,2,2002
Westerly Police Dept,23765,2608.9,374.5,2146,88.4,143.1,79.9,0,63.1,0,Rhode Island,620,89,510,21,34,19,0,15,0,2003
Westerly Police Dept,23857,2376.7,280.8,1982.6,113.2,104.8,79.6,0,16.8,8.4,Rhode Island,567,67,473,27,25,19,0,4,2,2004
Westerly Police Dept,23649,2211.5,338.3,1754.8,118.4,114.2,67.7,4.2,29.6,12.7,Rhode Island,523,80,415,28,27,16,1,7,3,2005
Westerly Police Dept,23447,2200.7,285.8,1787,127.9,123.7,81,0,34.1,8.5,Rhode Island,516,67,419,30,29,19,0,8,2,2006
Westerly Police Dept,23197,1931.3,310.4,1470,150.9,129.3,103.5,0,17.2,8.6,Rhode Island,448,72,341,35,30,24,0,4,2,2007
Westerly Police Dept,23276,2281.3,339.4,1825.9,116,116,77.3,0,21.5,17.2,Rhode Island,531,79,425,27,27,18,0,5,4,2008
Westerly Police Dept,23466,2054,366.5,1662,25.6,115.1,72.4,0,34.1,8.5,Rhode Island,482,86,390,6,27,17,0,8,2,2009
Westerly Police Dept,22787,1891.4,320.4,1505.2,65.8,52.7,13.2,0,17.6,21.9,Rhode Island,431,73,343,15,12,3,0,4,5,2010
Westerly Police Dept,22760,1827.8,373.5,1406,48.3,79.1,52.7,0,17.6,8.8,Rhode Island,416,85,320,11,18,12,0,4,2,2011
Westerly Police Dept,22686,1869,251.3,1578.1,39.7,74.9,35.3,4.4,13.2,22,Rhode Island,424,57,358,9,17,8,1,3,5,2012
Woonsocket Police Dept,45688,3178.1,899.6,2013.7,264.8,330.5,240.8,4.4,24.1,61.3,Rhode Island,1452,411,920,121,151,110,2,11,28,1984
Woonsocket Police Dept,46198,3143,924.3,1920,298.7,313.9,251.1,2.2,6.5,54.1,Rhode Island,1452,427,887,138,145,116,1,3,25,1985
Woonsocket Police Dept,45778,3014.5,961.2,1747.6,305.8,301.5,207.5,0,39.3,54.6,Rhode Island,1380,440,800,140,138,95,0,18,25,1986
Woonsocket Police Dept,45479,3518.1,1218.1,1873.4,426.6,314.4,219.9,2.2,33,59.4,Rhode Island,1600,554,852,194,143,100,1,15,27,1987
Woonsocket Police Dept,46081,3496,1035.1,2076.8,384.1,351.6,214.8,0,49.9,86.8,Rhode Island,1611,477,957,177,162,99,0,23,40,1988
Woonsocket Police Dept,44933,4306.4,1241.8,2610.6,454,469.6,351.6,2.2,37.8,77.9,Rhode Island,1935,558,1173,204,211,158,1,17,35,1989
Woonsocket Police Dept,43877,4820.3,1401.6,2812.4,606.2,412.5,284.9,6.8,25.1,95.7,Rhode Island,2115,615,1234,266,181,125,3,11,42,1990
Woonsocket Police Dept,43900,4842.8,1542.1,2815.5,485.2,478.4,300.7,9.1,43.3,125.3,Rhode Island,2126,677,1236,213,210,132,4,19,55,1991
Woonsocket Police Dept,43943,3092.6,746.4,1857,489.3,300.4,202.5,2.3,34.1,61.4,Rhode Island,1359,328,816,215,132,89,1,15,27,1992
Woonsocket Police Dept,42330,2317.5,562.2,1478.9,276.4,337.8,245.7,2.4,26,63.8,Rhode Island,981,238,626,117,143,104,1,11,27,1993
Woonsocket Police Dept,42203,2322.1,682.4,1343.5,296.2,350.7,274.9,7.1,30.8,37.9,Rhode Island,980,288,567,125,148,116,3,13,16,1994
Woonsocket Police Dept,40465,2429.3,620.3,1571.7,237.2,276.8,192.8,2.5,12.4,69.2,Rhode Island,983,251,636,96,112,78,1,5,28,1995
Woonsocket Police Dept,40465,2592.4,612.9,1724.9,254.5,363.3,244.7,2.5,12.4,103.8,Rhode Island,1049,248,698,103,147,99,1,5,42,1996
Woonsocket Police Dept,40342,2659.8,666.8,1663.3,329.7,411.5,302.4,2.5,52.1,54.5,Rhode Island,1073,269,671,133,166,122,1,21,22,1997
Woonsocket Police Dept,41611,2167.7,615.2,1266.5,286,370.1,249.9,7.2,48.1,64.9,Rhode Island,902,256,527,119,154,104,3,20,27,1998
Woonsocket Police Dept,41131,2290.2,761,1300.7,228.5,296.6,211.5,0,38.9,46.2,Rhode Island,942,313,535,94,122,87,0,16,19,1999
Woonsocket Police Dept,43224,2461.6,689.4,1492.2,279.9,356.3,219.8,6.9,76.3,53.2,Rhode Island,1064,298,645,121,154,95,3,33,23,2000
Woonsocket Police Dept,43661,2851.5,774.1,1795.7,281.7,542.8,297.7,2.3,137.4,105.4,Rhode Island,1245,338,784,123,237,130,1,60,46,2001
Woonsocket Police Dept,44107,3047.1,741.4,2026.9,278.9,469.3,240.3,4.5,115.6,108.8,Rhode Island,1344,327,894,123,207,106,2,51,48,2002
Woonsocket Police Dept,44143,2990.3,695.5,2081.9,212.9,414.6,240.1,0,108.7,65.7,Rhode Island,1320,307,919,94,183,106,0,48,29,2003
Woonsocket Police Dept,44839,2584.8,599.9,1750.7,234.2,392.5,252,8.9,75.8,55.8,Rhode Island,1159,269,785,105,176,113,4,34,25,2004
Woonsocket Police Dept,44351,2554.6,710.2,1589.6,254.8,356.2,214.2,0,56.4,85.7,Rhode Island,1133,315,705,113,158,95,0,25,38,2005
Woonsocket Police Dept,43975,3101.8,716.3,2128.5,257,398,225.1,0,70.5,102.3,Rhode Island,1364,315,936,113,175,99,0,31,45,2006
Woonsocket Police Dept,43529,2807.3,657,1874.6,275.7,379.1,215.9,0,52.8,110.3,Rhode Island,1222,286,816,120,165,94,0,23,48,2007
Woonsocket Police Dept,43301,3219.3,849.9,2083.1,286.4,418,214.8,4.6,64.7,133.9,Rhode Island,1394,368,902,124,181,93,2,28,58,2008
Woonsocket Police Dept,43366,3163.8,807.1,2100.7,256,352.8,209.8,4.6,66.9,71.5,Rhode Island,1372,350,911,111,153,91,2,29,31,2009
Woonsocket Police Dept,41186,2867.5,840.1,1808.9,218.5,429.8,240.4,2.4,70.4,116.5,Rhode Island,1181,346,745,90,177,99,1,29,48,2010
Woonsocket Police Dept,41137,3233.1,1008.8,2024.9,199.3,423,240.7,0,53.5,128.8,Rhode Island,1330,415,833,82,174,99,0,22,53,2011
Woonsocket Police Dept,41147,3059.8,840.9,2041.5,177.4,534.7,335.4,0,55.9,143.4,Rhode Island,1259,346,840,73,220,138,0,23,59,2012
Town Of Port Royal Police Dept,3950,683.5,75.9,557,50.6,50.6,25.3,0,0,25.3,South Carolina,27,3,22,2,2,1,0,0,1,2000
Town Of Port Royal Police Dept,4000,0,0,0,0,0,0,0,0,0,South Carolina,3,0,3,0,2,1,1,0,0,2001
Town Of Port Royal Police Dept,4043,4006.9,915.2,3017.6,74.2,445.2,296.8,24.7,49.5,74.2,South Carolina,162,37,122,3,18,12,1,2,3,2002
Town Of Port Royal Police Dept,4028,6827.2,1390.3,5089.4,347.6,422,248.3,0,24.8,149,South Carolina,275,56,205,14,17,10,0,1,6,2003
Town Of Port Royal Police Dept,4478,6520.8,1250.6,4979.9,290.3,669.9,446.6,0,22.3,201,South Carolina,292,56,223,13,30,20,0,1,9,2004
Town Of Port Royal Police Dept,9313,2888.4,526.1,2115.3,247,365.1,268.4,0,0,96.6,South Carolina,269,49,197,23,34,25,0,0,9,2005
Town Of Port Royal Police Dept,9492,2812.9,463.5,2265.1,84.3,295,179.1,0,10.5,105.4,South Carolina,267,44,215,8,28,17,0,1,10,2006
Town Of Port Royal Police Dept,9959,2510.3,311.3,2118.7,80.3,200.8,80.3,10,10,100.4,South Carolina,250,31,211,8,20,8,1,1,10,2007
Town Of Port Royal Police Dept,10331,2671.6,474.3,2052.1,145.2,338.8,232.3,0,38.7,67.8,South Carolina,276,49,212,15,35,24,0,4,7,2008
Town Of Port Royal Police Dept,11282,1923.4,460.9,1285.2,177.3,177.3,124.1,0,17.7,35.5,South Carolina,217,52,145,20,20,14,0,2,4,2009
Town Of Port Royal Police Dept,10678,2537.9,674.3,1713.8,149.8,196.7,84.3,0,37.5,74.9,South Carolina,271,72,183,16,21,9,0,4,8,2010
Town Of Port Royal Police Dept,10802,2221.8,499.9,1629.3,92.6,305.5,148.1,0,18.5,138.9,South Carolina,240,54,176,10,33,16,0,2,15,2011
Town Of Port Royal Police Dept,10893,2230.8,560,1560.6,110.2,330.5,165.2,9.2,36.7,119.3,South Carolina,243,61,170,12,36,18,1,4,13,2012
West Columbia Police Dept,11393,6223.1,1263.9,4590.5,368.6,877.7,640.7,0,61.4,175.5,South Carolina,709,144,523,42,100,73,0,7,20,1984
West Columbia Police Dept,11554,7703,1679.1,5539.2,484.7,753,458.7,17.3,26,251,South Carolina,890,194,640,56,87,53,2,3,29,1985
West Columbia Police Dept,11706,9021,1947.7,6458.2,615.1,897,683.4,8.5,25.6,179.4,South Carolina,1056,228,756,72,105,80,1,3,21,1986
West Columbia Police Dept,11397,8695.3,2167.2,5878.7,649.3,1131.9,895,0,17.5,219.4,South Carolina,991,247,670,74,129,102,0,2,25,1987
West Columbia Police Dept,11394,8785.3,2308.2,5854,623.1,877.7,658.2,26.3,35.1,158,South Carolina,1001,263,667,71,100,75,3,4,18,1988
West Columbia Police Dept,11004,10341.7,2499.1,6897.5,945.1,1245,890.6,0,100,254.5,South Carolina,1138,275,759,104,137,98,0,11,28,1989
West Columbia Police Dept,10588,11768,2304.5,8585.2,878.4,1860.6,1463.9,9.4,66.1,321.1,South Carolina,1246,244,909,93,197,155,1,7,34,1990
West Columbia Police Dept,10810,11295.1,2007.4,8455.1,832.6,1822.4,1248.8,18.5,101.8,453.3,South Carolina,1221,217,914,90,197,135,2,11,49,1991
West Columbia Police Dept,10940,11508.2,2111.5,8638,758.7,1819,1307.1,18.3,100.5,393.1,South Carolina,1259,231,945,83,199,143,2,11,43,1992
West Columbia Police Dept,10637,12936,2707.5,9532.8,695.7,2265.7,1494.8,9.4,112.8,648.7,South Carolina,1376,288,1014,74,241,159,1,12,69,1993
West Columbia Police Dept,10698,11245.1,2402.3,8151.1,691.7,1691.9,1037.6,9.3,84.1,560.9,South Carolina,1203,257,872,74,181,111,1,9,60,1994
West Columbia Police Dept,12120,9174.9,2054.5,6419.1,701.3,1254.1,990.1,16.5,41.3,206.3,South Carolina,1112,249,778,85,152,120,2,5,25,1995
West Columbia Police Dept,12205,9332.2,1859.9,6702.2,770.2,1532.2,1032.4,0,98.3,401.5,South Carolina,1139,227,818,94,187,126,0,12,49,1996
West Columbia Police Dept,12406,9954.9,1571.8,7649.5,733.5,1483.2,1064,8.1,72.5,338.5,South Carolina,1235,195,949,91,184,132,1,9,42,1997
West Columbia Police Dept,11505,11134.3,2120.8,8213.8,799.7,1599.3,1095.2,8.7,43.5,452,South Carolina,1281,244,945,92,184,126,1,5,52,1998
West Columbia Police Dept,11083,9320.6,1777.5,6803.2,739.9,1371.5,1118.8,0,63.2,189.5,South Carolina,1033,197,754,82,152,124,0,7,21,1999
West Columbia Police Dept,13064,8006.7,1140.5,6261.5,604.7,1615.1,1240,7.7,38.3,329.1,South Carolina,1046,149,818,79,211,162,1,5,43,2000
West Columbia Police Dept,13230,8049.9,1300.1,6024.2,725.6,2071.1,1549.5,45.4,37.8,438.4,South Carolina,1065,172,797,96,274,205,6,5,58,2001
West Columbia Police Dept,13374,8823.1,1458.1,6579.9,785.1,2362.8,1846.9,7.5,37.4,471.1,South Carolina,1180,195,880,105,316,247,1,5,63,2002
West Columbia Police Dept,13073,9194.5,1369.2,7228.6,596.6,2516.6,2042.4,7.6,84.1,382.5,South Carolina,1202,179,945,78,329,267,1,11,50,2003
West Columbia Police Dept,13079,7447.1,1208,5703.8,535.2,2247.9,1682.1,0,61.2,504.6,South Carolina,974,158,746,70,294,220,0,8,66,2004
West Columbia Police Dept,13206,6845.4,1302.4,5050.7,492.2,2180.8,1703.8,7.6,83.3,386.2,South Carolina,904,172,667,65,288,225,1,11,51,2005
West Columbia Police Dept,13622,6805.2,1226,5080,499.2,1659.1,1328.7,14.7,36.7,279,South Carolina,927,167,692,68,226,181,2,5,38,2006
West Columbia Police Dept,13729,6475.3,1012.5,5113.3,349.6,1216.4,750.2,0,80.1,386,South Carolina,889,139,702,48,167,103,0,11,53,2007
West Columbia Police Dept,13983,7409,1001.2,5942.9,464.9,1258.7,858.2,14.3,57.2,329,South Carolina,1036,140,831,65,176,120,2,8,46,2008
West Columbia Police Dept,13982,7502.5,1087.1,6072.1,343.3,1366,965.5,0,42.9,357.6,South Carolina,1049,152,849,48,191,135,0,6,50,2009
West Columbia Police Dept,14988,6251.7,820.7,5024,407,1034.2,680.5,20,53.4,280.2,South Carolina,937,123,753,61,155,102,3,8,42,2010
West Columbia Police Dept,15163,6430.1,1015.6,4946.3,468.2,1108,771.6,0,66,270.4,South Carolina,975,154,750,71,168,117,0,10,41,2011
West Columbia Police Dept,15610,5323.5,916.1,3978.2,429.2,935.3,659.8,6.4,32,237,South Carolina,831,143,621,67,146,103,1,5,37,2012
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,294,175,110,9,75,48,8,8,11,1984
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,346,187,135,24,102,81,4,10,7,1985
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,358,180,158,20,101,78,1,9,13,1986
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,375,210,144,21,117,90,6,7,14,1987
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,310,153,142,15,94,71,4,11,8,1988
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,345,148,164,33,151,119,1,16,15,1989
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,452,222,190,40,190,160,4,11,15,1990
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,617,253,316,48,190,143,2,17,28,1991
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,615,281,299,35,203,167,4,16,16,1992
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,633,264,309,60,174,132,3,14,25,1993
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,585,234,294,57,210,174,3,17,16,1994
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,601,231,289,81,225,174,3,17,31,1995
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,708,255,336,117,222,187,5,10,20,1996
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,644,239,307,98,182,152,3,11,16,1997
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,471,177,209,85,187,159,4,8,16,1998
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,204,75,92,37,101,84,2,4,11,1999
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,308,153,113,42,153,124,5,5,19,2000
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,465,180,235,50,190,164,2,9,15,2001
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,613,226,293,94,251,198,4,21,28,2002
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,408,192,148,68,119,89,2,3,25,2003
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,811,308,408,95,183,148,4,16,15,2004
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,1007,367,500,140,149,109,4,13,23,2005
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,871,299,446,126,144,116,4,7,17,2006
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,726,239,367,120,131,102,5,8,16,2007
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,879,288,480,111,170,118,5,7,40,2008
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,831,342,418,71,165,114,4,8,39,2009
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,897,306,484,107,128,93,5,8,22,2010
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,780,235,462,83,174,135,3,9,27,2011
Williamsburg County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,753,250,436,67,107,77,4,8,18,2012
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2300,883,1281,136,276,225,5,25,21,1984
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2420,921,1333,166,289,236,2,33,18,1985
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2608,951,1494,163,300,222,4,35,39,1986
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2858,1052,1626,180,290,222,3,31,34,1987
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3225,1151,1894,180,379,295,6,22,56,1988
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3060,1036,1869,155,419,338,6,26,49,1989
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3108,1145,1743,220,610,527,9,34,40,1990
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2946,1181,1581,184,502,420,6,31,45,1991
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2884,1028,1687,169,497,410,5,33,49,1992
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2905,960,1745,200,589,483,9,43,54,1993
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2876,844,1851,181,664,561,3,38,62,1994
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2577,782,1640,155,547,469,3,35,40,1995
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2811,800,1853,158,451,369,2,40,40,1996
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2893,931,1792,170,666,557,3,29,77,1997
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3016,911,1902,203,579,481,9,36,53,1998
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3149,917,2043,189,589,493,3,25,68,1999
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3082,797,2079,206,623,513,4,38,68,2000
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,571,137,403,31,67,52,2,1,12,2001
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3502,1014,2249,239,954,848,5,51,50,2002
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3000,677,2076,247,961,868,4,42,47,2003
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3029,691,2090,248,606,537,0,33,36,2004
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3093,748,2073,272,669,571,3,32,63,2005
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3001,723,2007,271,674,566,3,40,65,2006
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3340,822,2208,310,605,510,2,36,57,2007
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,3207,943,2030,234,554,445,4,48,57,2008
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2780,743,1831,206,471,399,2,30,40,2009
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2821,737,1906,178,436,342,2,46,46,2010
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2559,657,1743,159,413,344,2,28,39,2011
York County Sheriff Department,0,0,0,0,0,0,0,0,0,0,South Carolina,2300,531,1641,128,499,441,1,20,37,2012
Spearfish Police Dept,7706,5748.8,1401.5,4152.6,194.7,233.6,168.7,0,51.9,13,South Dakota,443,108,320,15,18,13,0,4,1,1996
Spearfish Police Dept,7769,4814,1287.2,3372.4,154.5,257.4,115.8,0,77.2,64.4,South Dakota,374,100,262,12,20,9,0,6,5,1997
Spearfish Police Dept,8791,3458.1,853.1,2559.4,45.5,79.6,56.9,0,11.4,11.4,South Dakota,304,75,225,4,7,5,0,1,1,1999
Spearfish Police Dept,8606,3090.9,639.1,2358.8,93,185.9,127.8,0,58.1,0,South Dakota,266,55,203,8,16,11,0,5,0,2000
Spearfish Police Dept,8626,2921.4,510.1,2249,162.3,81.2,11.6,0,69.6,0,South Dakota,252,44,194,14,7,1,0,6,0,2001
Spearfish Police Dept,8677,3572.7,668.4,2789,115.2,80.7,69.1,0,11.5,0,South Dakota,310,58,242,10,7,6,0,1,0,2002
Spearfish Police Dept,8687,4178.7,322.3,3775.8,80.6,195.7,172.7,0,0,23,South Dakota,363,28,328,7,17,15,0,0,2,2003
Spearfish Police Dept,8946,3521.1,413.6,2962.2,145.3,156.5,134.1,0,22.4,0,South Dakota,315,37,265,13,14,12,0,2,0,2004
Spearfish Police Dept,9265,2590.4,302.2,2115.5,172.7,161.9,107.9,10.8,32.4,10.8,South Dakota,240,28,196,16,15,10,1,3,1,2005
Spearfish Police Dept,9427,0,0,0,0,0,0,0,0,0,South Dakota,2,0,2,0,0,0,0,0,0,2006
Spearfish Police Dept,9796,3644.3,285.8,3317.7,40.8,91.9,61.2,0,30.6,0,South Dakota,357,28,325,4,9,6,0,3,0,2007
